"Item type","Authors","Editors","Title","Journal","Journal (full title)","Book title","Website name","Proceedings title","Source","How published","Publication year","Volume","Issue","Pages","Folders filed in","Labels filed in","Institution","Number","Publisher","Publisher place","Conference","Conference location","Conference date","Date published","Date","Date accessed","ISBN","ISBN (alt.)","ISSN","ISSN (alt.)","URLs","DOI","PMID","Arxiv ID","Associated DOI","Abstract","Keywords","Notes","Copyright","Affiliation","Language","Subtype","Series","Series number","Archive prefix","Eprint ID","Primary class","Page count","University","Department","Collection","Inventors","Assignee","Issuing authority","Patent number","Date filed","Type of patent","Issuing office full name","Application number","Presenter","Attachments","University place","Level of thesis","Series Number","Library catalog/database"
"Journal article","Zhou B,Wen JT","","Improving Metadata Caching Efficiency for Data Deduplication via In-RAM Metadata Utilization","J. Comput. Sci. Technol.","Journal of computer science and technology","","","","","","2016","31","4","805-819","All","Metadata","","","Springer","","","","","2016-07-01","","","","","1000-9000","1860-4749","https://doi.org/10.1007/s11390-016-1664-0;http://dx.doi.org/10.1007/s11390-016-1664-0;https://link.springer.com/article/10.1007/s11390-016-1664-0;http://search.proquest.com/openview/25809ab68d1b29595896544b6275bbc4/1.pdf?pq-origsite=gscholar&cbl=326258&casa_token=QcFj9dO3Q6oAAAAA:HurOUwk59PEhmoyuJHcuF-wMz1y6PksfB59hb_FjaY3UDr7MnN4wLM1bHkjkzlmXv974qb22Fg","10.1007/s11390-016-1664-0","","","","We describe a data deduplication system for backup storage of PC disk images, named in-RAM metadata utilizing deduplication (IR-MUD). In-RAM hash granularity adaptation and miniLZO based data compression are firstly proposed to reduce the in-RAM metadata size and thereby reduce the space overheads required by the in-RAM metadata caches. Secondly, an in-RAM metadata write cache, as opposed to the traditional metadata read cache, is proposed for further reducing metadata-related disk I/O operations and improving deduplication throughput. During deduplication, the metadata write cache is managed following the LRU caching policy. For each manifest that is hit in the metadata write cache, an expensive manifest reloading operation from the disk is avoided. After deduplication, all the manifests in the metadata write cache are cleared and stored on the disk. Our experimental results using 1.5 TB real-world disk image dataset show that 1) IR-MUD achieved about 95% size reduction for the deduplication metadata, with a small time overhead introduced, 2) when the metadata write cache was not utilized, with the same RAM space size for the metadata read cache, IR-MUD achieved a 400% higher RAM hit ratio and a 50% higher deduplication throughput, as compared with the classic Sparse Indexing deduplication system where no metadata utilization approaches are utilized, and 3) when the metadata write cache was utilized and enough RAM space was available, IR-MUD achieved a 500% higher RAM hit ratio compared with Sparse Indexing and a 70% higher deduplication throughput compared with IR-MUD with only a single metadata read cache. The in-RAM metadata harnessing and metadata write caching approaches of IR-MUD can be applied in most parallel deduplication systems for improving metadata caching efficiency.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhou and Wen 2016 - Improving Metadata Caching Efficiency for Data Deduplication via In-RAM Metadata Utilization.pdf","","","",""
"Journal article","Kaczmarczyk M,Dubnicki C","","Reducing fragmentation impact with forward knowledge in backup systems with deduplication","Proceedings of the 8th ACM International","","","","","","","2015","","","","All","Restore optimization ","","","dl.acm.org","","","","","2015","","","","","","","https://dl.acm.org/doi/abs/10.1145/2757667.2757678?casa_token=TqpXFYTgl3AAAAAA:M1EhRqWisIIpiz8m1SnGd-6YhG1mDPKrODAnhUwVgsNqr1cTtBCzH3zLkGqehln_r7uixe0ohW-8_w;https://dl.acm.org/doi/pdf/10.1145/2757667.2757678?casa_token=mDlPXxBeR0UAAAAA:20U6YES_RrF-TTUo_tW6ooX18K0jYPzx-Z4pm-q8025n8vfYAkaH-bwd-0-e5c3xG_Vtq214soazNA","","","","","Deduplication of backups is very effective in saving storage, but may also cause significant restore slowdown. This problem is caused by data fragmentation, where logically continuous but duplicate data is not placed sequentially on the disk. Two types of fragmentation …","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/K/Kaczmarczyk and Dubnicki 2015 - Reducing fragmentation impact with forward knowledge in backup systems with deduplication.pdf","","","",""
"Conference paper","Zhang Z,Bhagwat D,Litwin W,Long D,Schwarz SJ","","Improved deduplication through parallel Binning","","","","","2012 IEEE 31st International Performance Computing and Communications Conference (IPCCC)","","","2012","","","130-141","All;Thesis","","","","","","","","","2012-12","","","","","1097-2641","","http://dx.doi.org/10.1109/PCCC.2012.6407746;https://ieeexplore.ieee.org/abstract/document/6407746/;ftp://ftp.cse.ucsc.edu/pub/darrell/zhang-ipccc12.pdf","10.1109/PCCC.2012.6407746","","","","Many modern storage systems use deduplication in order to compress data by avoiding storing the same data twice. Deduplication needs to use data stored in the past, but accessing information about all data stored can cause a severe bottleneck. Similarity based deduplication only accesses information on past data that is likely to be similar and thus more likely to yield good deduplication. We present an adaptive deduplication strategy that extends Extreme Binning and investigate theoretically and experimentally the effects of the additional bin accesses.","data compression;parallel processing;improved deduplication;parallel binning;data compression;adaptive deduplication strategy;extreme binning;Indexes;Random access memory;Feature extraction;Data structures;Probability;Companies;Search engines","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhang et al. 2012 - Improved deduplication through parallel Binning.pdf","","","",""
"Website","","","Hashing Concepts and the Java Programming Language: Library Hash Functions","","","","","","","","","","","","All","","","","","","","","","","","2020-03-05","","","","","http://www.serve.net/buz/hash.adt/java.002.html","","","","","","","Buzhash. Cited and used in Kumar Genetic Optimized Deduplication","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conference paper","Kumar N,Antwal S,Samarthyam G,Jain SC","","Genetic optimized data deduplication for distributed big data storage systems","","","","","2017 4th International Conference on Signal Processing, Computing and Control (ISPCC)","","","2017","","","7-15","All","","","","","","","","","2017-09","","","","","","","http://dx.doi.org/10.1109/ISPCC.2017.8269581;https://ieeexplore.ieee.org/abstract/document/8269581/;https://ieeexplore.ieee.org/iel7/8258908/8269571/08269581.pdf","10.1109/ISPCC.2017.8269581","","","","Content-Defined Chunking (CDC) detect maximum redundancy in data deduplication systems in the past years. In this research work, we focus on optimizing the deduplication system by adjusting the pertinent factors in content defined chunking (CDC) to identify as the key ingredients by declaring chunk cut-points and efficient fingerprint lookup using bucket based index partitioning. For efficient chunking, we propose Genetic Evolution (GE) algorithm based approach which is optimized Two Thresholds Two Divisors (TTTD-P) CDC algorithm where we significantly reduce the number of computing operations by using single dynamic optimal parameter divisor D with optimal threshold value exploiting the multi-operations nature of TTTD. To reduce the chunk-size variance, TTTD algorithm introduces an additional backup divisor D' that has a higher probability of finding cut-points. However, adding an additional divisor decreases the chunking throughput, meaning that TTTD algorithm aggravates Rabin's CDC performance bottleneck. To this end, Asymmetric Extremum (AE) significantly improves chunking throughput while providing comparable deduplication efficiency by using the local extreme value in a variable-sized asymmetric window to overcome the Rabin, MAXP and TTTD boundaries-shift problem. FAST CDC in the year 2016 is about 10 times faster than unimodal Rabin CDC and about 3 times faster than Gear and Asymmetric Extremum (AE) CDC, while achieving nearby the same deduplication ratio (DR). Therefore, we propose GE based TTTD-P optimized chunking to maximize chunking throughput with increased DR; and bucket indexing approach reduces hash values judgement time to identify and declare redundant chunk about 16 times than unimodal baseline Rabin CDC, 5 times than AE CDC, 1.6 times than FAST CDC. Our experimental results comparative analysis reveals that TTTD-P using fast BUZ rolling hash function with bucket indexing on Hadoop Distributed File System (HDFS) provide a comparatively maximum redundancy detection with higher throughput, higher deduplication ratio, lesser computation time and very low hash values comparison time as being best data deduplication for distributed big data storage systems.","Big Data;cryptography;data compression;database indexing;distributed databases;file organisation;genetic algorithms;redundancy;storage management;unimodal baseline Rabin CDC;AE CDC;FAST CDC;Hadoop Distributed File System;content defined chunking;chunk cut-points;bucket based index partitioning;computing operations;optimal threshold value;chunk-size variance;TTTD algorithm;unimodal Rabin CDC;GE based TTTD-P;redundant chunk;computation time;genetic optimized data deduplication;distributed Big Data storage systems;maximum redundancy detection;fingerprint lookup;genetic evolution algorithm based approach;optimized two thresholds-two divisors;single dynamic optimal parameter divisor;additional backup divisor;CDC performance bottleneck;chunking throughput;deduplication efficiency;asymmetric extremum CDC;deduplication ratio;Genetics;Fingerprint recognition;Signal processing algorithms;Algorithm design and analysis;Throughput;Redundancy;Gears;Big Data;Content Defined Chunking;Data Deduplication;TTTD;Genetic Algorithm;HDFS","","","","","","","","","","","","","","","","","","","","","","","","All Papers/K/Kumar et al. 2017 - Genetic optimized data deduplication for distributed big data storage systems.pdf","","","",""
"Journal article","Zhang Y,Feng D,Jiang H,Xia W,Fu M,Huang F,Zhou Y","","A Fast Asymmetric Extremum Content Defined Chunking Algorithm for Data Deduplication in Backup Storage Systems","IEEE Trans. Comput.","IEEE transactions on computers. Institute of Electrical and Electronics Engineers","","","","","","2017","66","2","199-211","All;Grouped by Publication/IEEE Transactions on Computers","","","","","","","","","2017-02","","","","","0018-9340","2326-3814","http://dx.doi.org/10.1109/TC.2016.2595565;https://ieeexplore.ieee.org/abstract/document/7524782/;http://ranger.uta.edu/~jiang/publication/Journals/2017/2017-TC-An%20Fast%20Asymmetric%20Extremum%20Content%20Defined%20Chunking%20Algorithm%20for%20Data%20Deduplication%20in%20Backup%20Storage%20Systems.pdf","10.1109/TC.2016.2595565","","","","Chunk-level deduplication plays an important role in backup storage systems. Existing Content-Defined Chunking (CDC) algorithms, while robust in finding suitable chunk boundaries, face the key challenges of (1) low chunking throughput that renders the chunking stage a serious deduplication performance bottleneck, (2) large chunk size variance that decreases deduplication efficiency, and (3) being unable to find proper chunk boundaries in low-entropy strings and thus failing to deduplicate these strings. To address these challenges, this paper proposes a new CDC algorithm called the Asymmetric Extremum (AE) algorithm. The main idea behind AE is based on the observation that the extreme value in an asymmetric local range is not likely to be replaced by a new extreme value in dealing with the boundaries-shifting problem. As a result, AE has higher chunking throughput, smaller chunk size variance than the existing CDC algorithms, and is able to find proper chunk boundaries in low-entropy strings. The experimental results based on realworld datasets show that AE improves the throughput performance of the state-of-the-art CDC algorithms by more than 2.3×, which is fast enough to remove the chunking-throughput performance bottleneck of deduplication, and accelerates the system throughput by more than 50 percent, while achieving comparable deduplication efficiency.","storage management;fast asymmetric extremum content defined chunking algorithm;data deduplication;backup storage systems;chunk-level deduplication;CDC algorithms;asymmetric extremum algorithm;AE algorithm;boundaries-shifting problem;chunking-throughput performance;Throughput;Optimization;Power capacitors;Approximation algorithms;Redundancy;Robustness;Acceleration;Storage systems;data deduplication;content-defined chunking algorithm;performance evaluation","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhang et al. 2017 - A Fast Asymmetric Extremum Content Defined Chunking Algorithm for Data Deduplication in Backup Storage Systems.pdf","","","",""
"Conference paper","Zhang Y,Xia W,Feng D,Jiang H,Hua Y,Wang Q","","Finesse: fine-grained feature locality based fast resemblance detection for post-deduplication delta compression","","","","","17th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 19)","","","2019","","","121-128","All;Grouped by Publication/FAST Papers;Thesis","Similarity/Resemblance;Chunking;Datasets","","","","","","","","2019","","","","","","","https://www.usenix.org/conference/fast19/presentation/zhang;https://www.usenix.org/system/files/fast19-zhang.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhang et al. 2019 - Finesse - fine-grained feature locality based fast resemblance detection for post-deduplication delta compression.pdf","","","",""
"Journal article","Xia W,Jiang H,Feng D,Tian L","","DARE: A Deduplication-Aware Resemblance Detection and Elimination Scheme for Data Reduction with Low Overheads","IEEE Trans. Comput.","IEEE transactions on computers. Institute of Electrical and Electronics Engineers","","","","","","2016","65","6","1692-1705","All;Grouped by Publication/IEEE Transactions on Computers;Thesis","Similarity/Resemblance;Chunking","","","","","","","","2016-06","","","","","0018-9340","2326-3814","http://dx.doi.org/10.1109/TC.2015.2456015;https://ieeexplore.ieee.org/abstract/document/7155488/;https://pdfs.semanticscholar.org/d0d5/2f7d5afdaea531250d7408ab5934349d636a.pdf","10.1109/TC.2015.2456015","","","","Data reduction has become increasingly important in storage systems due to the explosive growth of digital data in the world that has ushered in the big data era. One of the main challenges facing large-scale data reduction is how to maximally detect and eliminate redundancy at very low overheads. In this paper, we present DARE, a low-overhead deduplication-aware resemblance detection and elimination scheme that effectively exploits existing duplicate-adjacency information for highly efficient resemblance detection in data deduplication based backup/archiving storage systems. The main idea behind DARE is to employ a scheme, call Duplicate-Adjacency based Resemblance Detection (DupAdj), by considering any two data chunks to be similar (i.e., candidates for delta compression) if their respective adjacent data chunks are duplicate in a deduplication system, and then further enhance the resemblance detection efficiency by an improved super-feature approach. Our experimental results based on real-world and synthetic backup datasets show that DARE only consumes about 1/4 and 1/2 respectively of the computation and indexing overheads required by the traditional super-feature approaches while detecting 2-10 percent more redundancy and achieving a higher throughput, by exploiting existing duplicate-adjacency information for resemblance detection and finding the “sweet spot” for the super-feature approach.","data handling;storage management;DARE scheme;deduplication-aware resemblance detection and elimination scheme;storage systems;large-scale data reduction;duplicate-adjacency information;data deduplication based backup-archiving storage systems;duplicate-adjacency based resemblance detection;DupAdj;data chunks;super-feature approach;Redundancy;Indexing;Feature extraction;Random access memory;Data structures;Throughput;Data deduplication;delta compression;storage system;index structure;performance evaluation;Data deduplication;delta compression;storage system;index structure;performance evaluation","","","","","","","","","","","","","","","","","","","","","","","","All Papers/X/Xia et al. 2016 - DARE - A Deduplication-Aware Resemblance Detection and Elimination Scheme for Data Reduction with Low Overheads.pdf;All Papers/X/Xia et al. 2016 - DARE - A Deduplication-Aware Resemblance Detection and Elimination Scheme for Data Reduction with Low Overheads.pdf","","","",""
"Conference paper","Li J,Lee PP,Ren Y,Zhang X","","Metadedup: Deduplicating Metadata in Encrypted Deduplication via Indirection","","","","","2019 35th Symposium on Mass Storage Systems and Technologies (MSST)","","","2019","","","269-281","All;Superchunking Paper Sources/CDC/Chunking/Metadata;""Super-chunk"" term sources;SCAIL Bibliography;Grouped by Publication/MSST;PR-SCAIL;2023PhDReport;p-scailbib;Thesis;FSL Traces","Metadata;Two-stage","","","","","","","","2019-05","","","","","2160-1968","","http://dx.doi.org/10.1109/MSST.2019.00007;https://ieeexplore.ieee.org/abstract/document/8890207/;http://www.cse.cuhk.edu.hk/~pclee/www/pubs/msst19dedup.pdf","10.1109/MSST.2019.00007","","","","Encrypted deduplication combines encryption and deduplication in a seamless way to provide confidentiality guarantees for the physical data in deduplication storage, yet it incurs substantial metadata storage overhead due to the additional storage of keys. We present a new encrypted deduplication storage system called Metadedup, which suppresses metadata storage by also applying deduplication to metadata. Its idea builds on indirection, which adds another level of metadata chunks that record metadata information. We find that metadata chunks are highly redundant in real-world workloads and hence can be effectively deduplicated. In addition, metadata chunks can be protected under the same encrypted deduplication framework, thereby providing confidentiality guarantees for metadata as well. We evaluate Metadedup through microbenchmarks, prototype experiments, and trace-driven simulation. Metadedup has limited computational overhead in metadata processing, and only adds 6.19% of performance overhead on average when storing files in a networked setting. Also, for real-world backup workloads, Metadedup saves the metadata storage by up to 97.46% at the expense of only up to 1.07% of indexing overhead for metadata chunks.","cloud computing;cryptography;file organisation;meta data;confidentiality guarantees;Metadedup;metadata processing;metadata chunks;encrypted deduplication storage system;metadata information;metadata storage overhead;Metadata;Maximum likelihood estimation;Encryption;Indexes;Mathematical model;Prototypes;metadata management;encrypted deduplication;cloud storage","","","","","","","","","","","","","","","","","","","","","","","","All Papers/L/Li et al. 2019 - Metadedup - Deduplicating Metadata in Encrypted Deduplication via Indirection.pdf;All Papers/L/Li et al. 2019 - Metadedup - Deduplicating Metadata in Encrypted Deduplication via Indirection.pdf","","","",""
"Journal article","Wang L,Dong X,Zhang X,Guo F,Wang Y,Gong W","","A Logistic Based Mathematical Model to Optimize Duplicate Elimination Ratio in Content Defined Chunking Based Big Data Storage System","Symmetry","Symmetry","","","","","","2016","8","7","69","Superchunking Paper Sources/CDC/Chunking/Metadata;Superchunking Paper Sources/CDC/Chunking;All;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","","","","Multidisciplinary Digital Publishing Institute","","","","","2016-07-21","","2020-02-27","","","","","https://www.mdpi.com/2073-8994/8/7/69;http://dx.doi.org/10.3390/sym8070069;https://www.mdpi.com/2073-8994/8/7/69/pdf","10.3390/sym8070069","","","","Deduplication is an efficient data reduction technique, and it is used to mitigate the problem of huge data volume in big data storage systems. Content defined chunking (CDC) is the most widely used algorithm in deduplication systems. The expected chunk size is an important parameter of CDC, and it influences the duplicate elimination ratio (DER) significantly. We collected two realistic datasets to perform an experiment. The experimental results showed that the current approach of setting the expected chunk size to 4 KB or 8 KB empirically cannot optimize DER. Therefore, we present a logistic based mathematical model to reveal the hidden relationship between the expected chunk size and the DER. This model provides a theoretical basis for optimizing DER by setting the expected chunk size reasonably. We used the collected datasets to verify this model. The experimental results showed that the R2 values, which describe the goodness of fit, are above 0.9, validating the correctness of this mathematic model. Based on the DER model, we discussed how to make DER close to the optimum by setting the expected chunk size reasonably.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/W/Wang et al. 2016 - A Logistic Based Mathematical Model to Optimize Dupli ... ation Ratio in Content Defined Chunking Based Big Data Storage System.pdf","","","",""
"Patent","","","Method and apparatus to minimize metadata in de-duplication","","","","","","","","2014","","","","Superchunking Paper Sources/CDC/Chunking/Metadata;All;""Super-chunk"" term sources;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","","","","","","","","","2014-02-04","","2020-02-27","","","","","https://patentimages.storage.googleapis.com/fc/ce/e3/cf683e0ea96453/US8645333.pdf;https://patents.google.com/patent/US8645333B2/en","","","","","The invention provides a method for reducing identification of chunk portions in data de-duplication. The method includes detecting sequences of stored identification of chunk portions of at least one data object, indexing the detected stored identification of chunk portions based on a sequence type, encoding first repeated sequences of the stored identifications with a first encoding, encoding second repeated sequences of the stored identifications with a second encoding, and avoiding repeated stored identifications of chunk portions.","","&nbsp;In one embodiment de
duplication module 140 reduces an index of identifiers for
chunk portions in de-duplication where the identifiers are
metadata hashes of objects. The chunking module 141 is
configured to create Smaller chunk portions from chunks
received from data chunker module 130. In another embodi
ment, the chunking module 141 performs chunking of an
input stream of larger chunks by one or more of fixed size
chunking, sliding window chunking, variable size chunking
and content dependent chunking, in order to reduce the input
stream of chunk portions to Smaller chunk portions.&nbsp;","","","","","","","","","","","","","","Balachandran S,Constantinescu MC","International Business Machines Corp","USPTO","8645333","2008-05-29","US Patent","United States Patent and Trademark Office","US:12/129432","","All Papers/B/Balachandran and Constantinescu 2014 - Method and apparatus to minimize metadata in de-duplication.pdf","","","",""
"Journal article","Meister D,Brinkmann A,Süß T","","File recipe compression in data deduplication systems","of the 11th {USENIX} Conference on File …","","","","","","","2013","","","","Superchunking Paper Sources/CDC/Chunking/Metadata;All;Grouped by Publication/FAST Papers;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","Metadata;Annotated","","","usenix.org","","","","","2013","","","","","","","https://www.usenix.org/conference/fast13/technical-sessions/presentation/meister;https://www.usenix.org/system/files/conference/fast13/fast13-final54.pdf","","","","","Data deduplication systems discover and exploit redundancies between different data blocks. The most common approach divides data into chunks and identiﬁes redundancies via ﬁngerprints. The ﬁle content can be rebuilt by combining the chunk ﬁngerprints which a restored sequentially in a ﬁle recipe. The corresponding ﬁle recipe data can occupy a signiﬁcant fraction of the total disk space, especially if the deduplication ratio is very high. We propose a combination of efﬁcient and scalable compression schemes to shrink the ﬁle …","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/M/Meister et al. 2013 - File recipe compression in data deduplication systems.pdf","","","",""
"Journal article","Zhou B,Wen JT","","A Data Deduplication Framework of Disk Images with Adaptive Block Skipping","J. Comput. Sci. Technol.","Journal of computer science and technology","","","","","","2016","31","4","820-835","All;Superchunking Paper Sources/CDC/Chunking/Metadata","Chunking;Metadata","","","","","","","","2016-07-01","","","","","1000-9000","1860-4749","https://doi.org/10.1007/s11390-016-1665-z;http://dx.doi.org/10.1007/s11390-016-1665-z;https://link.springer.com/article/10.1007/s11390-016-1665-z;http://search.proquest.com/openview/ef3affe620c88c6cd36ae6e8e80a43c3/1.pdf?pq-origsite=gscholar&cbl=326258","10.1007/s11390-016-1665-z","","","","We describe an efficient and easily applicable data deduplication framework with heuristic prediction based adaptive block skipping for the real-world dataset such as disk images to save deduplication related overheads and improve deduplication throughput with good deduplication efficiency maintained. Under the framework, deduplication operations are skipped for data chunks determined as likely non-duplicates via heuristic prediction, in conjunction with a hit and matching extension process for duplication identification within skipped blocks and a hysteresis mechanism based hash indexing process to update the hash indices for the re-encountered skipped chunks. For performance evaluation, the proposed framework was integrated and implemented in the existing data domain and sparse indexing deduplication algorithms. The experimental results based on a real-world dataset of 1.0 TB disk images showed that the deduplication related overheads were significantly reduced with adaptive block skipping, leading to a 30%~80% improvement in deduplication throughput when deduplication metadata were stored on the disk for data domain, and 25%~40% RAM space saving with a 15%~20% improvement in deduplication throughput when an in-RAM sparse index was used in sparse indexing. In both cases, the corresponding deduplication ratios reduced were below 5%.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhou and Wen 2016 - A Data Deduplication Framework of Disk Images with Adaptive Block Skipping.pdf","","","",""
"Conference paper","Wu H,Wang C,Lu K,Fu Y,Zhu L","","One Size Does Not Fit All: The Case for Chunking Configuration in Backup Deduplication","","","","","2018 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)","","","2018","","","213-222","All;Superchunking Paper Sources/CDC/Chunking/Metadata","Chunking;Metadata","","","","","","","","2018-05","","","","","","","http://dx.doi.org/10.1109/CCGRID.2018.00036;https://ieeexplore.ieee.org/abstract/document/8411025/;https://www.researchgate.net/profile/Huijun_Wu8/publication/326146596_One_Size_Does_Not_Fit_All_The_Case_for_Chunking_Configuration_in_Backup_Deduplication/links/5b3b2875aca27207850555af/One-Size-Does-Not-Fit-All-The-Case-for-Chunking-Configuration-in-Backup-Deduplication.pdf","10.1109/CCGRID.2018.00036","","","","Data backup is regularly required by both enterprise and individual users to protect their data from unexpected loss. There are also various commercial data deduplication systems or software that help users to eliminate duplicates in their backup data to save storage space. In data deduplication systems, the data chunking process splits data into small chunks. Duplicate data is identified by comparing the fingerprints of the chunks. The chunk size setting has significant impact on deduplication performance. A variety of chunking algorithms have been proposed in recent studies. In practice, existing systems often set the chunking configuration in an empirical manner. A chunk size of 4KB or 8KB is regarded as the sweet spot for good deduplication performance. However, the data storage and access patterns of users vary and change along time, as a result, the empirical chunk size setting may not lead to a good deduplication ratio and sometimes results in difficulties of storage capacity planning. Moreover, it is difficult to make changes to the chunking settings once they are put into use as duplicates in data with different chunk size settings cannot be eliminated directly. In this paper, we propose a sampling-based chunking method and develop a tool named SmartChunker to estimate the optimal chunking configuration for deduplication systems. Our evaluations on real-world datasets demonstrate the efficacy and efficiency of SmartChunker.","storage management;sampling-based chunking method;backup deduplication;data backup;commercial data deduplication systems;storage space;data chunking process;duplicate data;chunking algorithms;data storage;empirical chunk size setting;storage capacity planning;deduplication ratio;chunking configuration;chunk size settings;SmartChunker tool;memory size 4.0 KByte;memory size 8.0 KByte;Metadata;Tools;Linear programming;Software;Large-scale systems;Estimation error;Backup Deduplication;Data Chunking;Deduplication Ratio Estimation","","","","","","","","","","","","","","","","","","","","","","","","All Papers/W/Wu et al. 2018 - One Size Does Not Fit All - The Case for Chunking Configuration in Backup Deduplication.pdf","","","",""
"Journal article","Broder A","","Methods in Communications","Security, and Computer Science","","","","","","","1993","143","","152","All","Data Structures","","","","","","","","1993","","","","","","","","","","","","","","Reference in Rabin for calculating parameters.","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Report","Spiridonov A,Thaker S,Patwardhan S","","Sharing and bandwidth consumption in the low bandwidth file system","","","","","","","","2005","","","","All;Thesis","Chunking","Tech. rep., Department of Computer Science, University of Texas at Austin","","","","","","","2005","","","","","","","https://pdfs.semanticscholar.org/4332/74005c747fe2141c1a2f8e819e4f6d4455f5.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/S/Spiridonov et al. 2005 - Sharing and bandwidth consumption in the low bandwidth file system.pdf","","","",""
"Conference paper","Romański B,Heldt Ł,Kilian W,Lichota K,Dubnicki C","","Anchor-driven subchunk deduplication","","","","","Proceedings of the 4th Annual International Conference on Systems and Storage","","","2011","","","1-13","acm_1987816.1987837.bib;All;Superchunking Paper Sources/CDC/Chunking;Superchunking Paper Sources/CDC/Chunking/Seminal-Chunking;Thesis","Chunking","","Article 16","Association for Computing Machinery","New York, NY, USA","the 4th Annual International Conference","Haifa, Israel","30/05/2011-01/06/2011","2011-05-30","","","9781450307734","","","","https://doi.org/10.1145/1987816.1987837;http://dx.doi.org/10.1145/1987816.1987837;http://portal.acm.org/citation.cfm?doid=1987816.1987837;http://dl.acm.org/ft_gateway.cfm?id=1987837&amp;ftid=980040&amp;dwn=1","10.1145/1987816.1987837","","","","Data deduplication, implemented usually with content defined chunking (CDC), is today one of key features of advanced storage systems providing space for backup applications. Although simple and effective, CDC generates chunks with sizes clustered around expected chunk size, which is globally fixed for a given storage system and applies to all backups. This creates opportunity for improvement, as the optimal chunk size for deduplication varies not only among backup datasets, but also within one dataset: long stretches of unchanged data favor larger chunks, whereas regions of change prefer smaller ones.In this work, we present a new algorithm which deduplicates with big chunks as well as with their subchunks using a deduplication context containing subchunk-to-container-chunk mappings. When writing data, this context is constructed on-the fly with so-called anchor sequences defined as short sequences of adjacent chunks in a backup stream (a stream of data produced by backup application containing backed up files). For each anchor sequence, we generate an anchor -- a special block with set of mappings covering a contiguous region of the backup stream positioned ahead of this anchor sequence. If anchor sequences have not changed between backups, the mappings created with the previous backup are prefetched and added to the deduplication context. It is of limited size and fits in the main memory unlike solutions which require keeping all subchunk mappings for the entire backup stream. At the same time, the context provides most of mappings needed for subchunk deduplication. Compared to CDC, the new algorithm results in up to 25% dedup ratio improvement achieved with almost 3 times larger average block size, as verified by simulations driven by real backup traces.","deduplication, chunking, CDC, CAS, backup","","","","","","SYSTOR '11","16","","","","","","","","","","","","","","","","","All Papers/R/Romański et al. 2011 - Anchor-driven subchunk deduplication.pdf","","","",""
"Website","","","Mersenne twister","","","","","","","","","","","","All","Datasets;Encryption Techniques","","","","","","","","","","2020-02-07","","","","","https://dl.acm.org/doi/pdf/10.1145/272991.272995?casa_token=rqxb50G0iDkAAAAA:MIGAoNe_iHPk68ZSksrEGyVd0plXP9bVn3DtStJ-noPhw-UsUiiIQND-ALnGX7f-_fSpt3BdbWtsew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Other/Mersenne twister - Mersenne twister.pdf","","","",""
