file_name,title,venue,year,tags
Kaczmarczyk et al. 2012 - Reducing impact of data fragmentation caused by in-line deduplication.pdf,Reducing impact of data fragmentation caused by in-line deduplication,the 5th Annual International Systems and Storage Conference,2012,Restore optimization
Rosenblum 2012 - The Design and Implementation of a Log-structured file system.pdf,The Design and Implementation of a Log-structured file system,,2012,
Wu et al. 2020 - A feature-based intelligent deduplication compression system with extreme resemblance detection.pdf,A feature-based intelligent deduplication compression system with extreme resemblance detection,Conn. Sci.,2020,Similarity/Resemblance
Fan et al. 2019 - CSF - An Efficient Parallel Deduplication Algorithm by Clustering Scattered Fingerprints.pdf,CSF: An Efficient Parallel Deduplication Algorithm by Clustering Scattered Fingerprints,"2019 IEEE Intl Conf on Parallel Distributed Processing with Applications, Big Data Cloud Computing, Sustainable Computing Communications, Social Computing Networking (ISPA/BDCloud/SocialCom/SustainCom)",2019,Fingerprint-Indexing;sorted deduplication;FSLHomes
Wu et al. 2017 - HPDedup - A Hybrid Prioritized Data Deduplication Mechanism for Primary Storage in the Cloud.pdf,HPDedup: A Hybrid Prioritized Data Deduplication Mechanism for Primary Storage in the Cloud,arXiv [cs.DC],2017,
O’Neil et al. 1996 - The log-structured merge-tree (LSM-tree).pdf,The log-structured merge-tree (LSM-tree),Acta Inform.,1996,
Kaiser et al. 2016 - Sorted deduplication - How to process thousands of backup streams.pdf,Sorted deduplication: How to process thousands of backup streams,2016 32nd Symposium on Mass Storage Systems and Technologies (MSST),2016,sorted deduplication
Cao et al. 2019 - Sliding look-back window assisted data chunk rewriting for improving deduplication restore performance.pdf,Sliding look-back window assisted data chunk rewriting for improving deduplication restore performance,17th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 19),2019,Restore optimization
Zhou et al. 2018 - LDFS - A Low Latency In-Line Data Deduplication File System.pdf,LDFS: A Low Latency In-Line Data Deduplication File System,IEEE Access,2018,
Fu et al. 2014 - Accelerating restore and garbage collection in deduplication-based backup systems via exploiting historical information.pdf,Accelerating restore and garbage collection in deduplication-based backup systems via exploiting historical information,2014 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 14),2014,Restore optimization
Chen et al. 2017 - The dynamic cuckoo filter.pdf,The dynamic cuckoo filter,2017 IEEE 25th International Conference on Network Protocols (ICNP),2017,
Tütüncü and Koenig 2004 - Robust Asset Allocation.pdf,Robust Asset Allocation,Ann. Oper. Res.,2004,
Shapiro 1986 - Join processing in database systems with large main memories.pdf,Join processing in database systems with large main memories,ACM Trans. Database Syst.,1986,
Zhang et al. 2020 - Improving Restore Performance of Packed Datasets in Deduplication Systems via Reducing Persistent Fragmented Chunks.pdf,Improving Restore Performance of Packed Datasets in Deduplication Systems via Reducing Persistent Fragmented Chunks,IEEE Transactions on Parallel and Distributed Systems,2020,Restore optimization
Wu et al. 2018 - A Differentiated Caching Mechanism to Enable Primary Storage Deduplication in Clouds.pdf,A Differentiated Caching Mechanism to Enable Primary Storage Deduplication in Clouds,IEEE Trans. Parallel Distrib. Syst.,2018,
Douglis et al. 2017 - The logic of physical garbage collection in deduplicating storage.pdf,The logic of physical garbage collection in deduplicating storage,15th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 17),2017,
Tan et al. 2010 - SAM - A Semantic-Aware Multi-tiered Source De-duplication Framework for Cloud Backup.pdf,SAM: A Semantic-Aware Multi-tiered Source De-duplication Framework for Cloud Backup,2010 39th International Conference on Parallel Processing,2010,
Sun et al. 2016 - A long-term user-centric analysis of deduplication patterns.pdf,A long-term user-centric analysis of deduplication patterns,2016 32nd Symposium on Mass Storage Systems and Technologies (MSST),2016,
Mulazzani et al. 2011 - Dark Clouds on the Horizon - Using Cloud Storage as Attack Vector and Online Slack Space.pdf,Dark Clouds on the Horizon: Using Cloud Storage as Attack Vector and Online Slack Space,USENIX security symposium,2011,Side Channels;PoW;Sec Techniques/Protocols
Yang et al. 2019 - Smartdedup - optimizing deduplication for resource-constrained devices.pdf,Smartdedup: optimizing deduplication for resource-constrained devices,2019 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 19),2019,
Broder 1997 - On the resemblance and containment of documents.pdf,On the resemblance and containment of documents,Proceedings. Compression and Complexity of SEQUENCES 1997 (Cat. No. 97TB100171),1997,
Kiss et al. 2018 - Bloom Filter with a False Positive Free Zone.pdf,Bloom Filter with a False Positive Free Zone,IEEE INFOCOM 2018 - IEEE Conference on Computer Communications,2018,
Won et al. 2008 - PRUN - Eliminating Information Redundancy for Large Scale Data Backup System.pdf,PRUN : Eliminating Information Redundancy for Large Scale Data Backup System,2008 International Conference on Computational Sciences and Its Applications,2008,Chunking
Thwel and Thein 2009 - An Efficient Indexing Mechanism for Data Deduplication.pdf,An Efficient Indexing Mechanism for Data Deduplication,2009 International Conference on the Current Trends in Information Technology (CTIT),2009,
Bobbarjung et al. 2006 - Improving duplicate elimination in storage systems.pdf,Improving duplicate elimination in storage systems,ACM Trans. Storage,2006,Chunking;Super-chunking
Wang et al. 2010 - Research on a Clustering Data De-Duplication Mechanism Based on Bloom Filter.pdf,Research on a Clustering Data De-Duplication Mechanism Based on Bloom Filter,2010 International Conference on Multimedia Technology,2010,
Almeida et al. 2007 - Scalable Bloom Filters.pdf,Scalable Bloom Filters,Inf. Process. Lett.,2007,
Botelho et al. 2013 - Memory efficient sanitization of a deduplicated storage system.pdf,Memory efficient sanitization of a deduplicated storage system,Presented as part of the 11th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 13),2013,
"Srinivasan et al. 2012 - iDedup - latency-aware, inline data deduplication for primary storage.pdf","iDedup: latency-aware, inline data deduplication for primary storage",Fast,2012,
Li et al. 2015 - A Hybrid Cloud Approach for Secure Authorized Deduplication.pdf,A Hybrid Cloud Approach for Secure Authorized Deduplication,IEEE Trans. Parallel Distrib. Syst.,2015,
Ma et al. 2017 - Lazy Exact Deduplication.pdf,Lazy Exact Deduplication,ACM Trans. Storage,2017,Exact Deduplication
Ng and Lee 2013 - RevDedup - a reverse deduplication storage system optimized for reads to latest backups.pdf,RevDedup: a reverse deduplication storage system optimized for reads to latest backups,Proceedings of the 4th Asia-Pacific Workshop on Systems,2013,
Li et al. 2015 - Efficient Hybrid Inline and Out-of-Line Deduplication for Backup Storage.pdf,Efficient Hybrid Inline and Out-of-Line Deduplication for Backup Storage,ACM Trans. Storage,2015,
Zhike Zhang et al. 2012 - LHS - A novel method of information retrieval avoiding an index using linear hashing with key groups in deduplication.pdf,LHS: A novel method of information retrieval avoiding an index using linear hashing with key groups in deduplication,2012 International Conference on Machine Learning and Cybernetics,2012,
Jain et al. 2005 - Taper - Tiered approach for eliminating redundancy in replica synchronization.pdf,Taper: Tiered approach for eliminating redundancy in replica synchronization,Proceedings of the 4th conference on USENIX Conference on File and Storage Technologies-Volume 4,2005,
Wang et al. 2012 - A Fast Duplicate Chunk Identifying Method Based on Hierarchical Indexing Structure.pdf,A Fast Duplicate Chunk Identifying Method Based on Hierarchical Indexing Structure,2012 International Conference on Industrial Control and Electronics Engineering,2012,
Tseng et al. 2014 - A Cluster-Based Data De-duplication Technology.pdf,A Cluster-Based Data De-duplication Technology,2014 Second International Symposium on Computing and Networking,2014,
Zhang et al. 2016 - Data De-Duplication with Adaptive Chunking and Accelerated Modification Identifying.pdf,Data De-Duplication with Adaptive Chunking and Accelerated Modification Identifying,Comput. Inform.,2016,
"Ma et al. 2016 - UCDC - Unlimited Content-Defined Chunking, A File-Differing Method Apply to File-Synchronization among Multiple Hosts.pdf","UCDC: Unlimited Content-Defined Chunking, A File-Differing Method Apply to File-Synchronization among Multiple Hosts","2016 12th International Conference on Semantics, Knowledge and Grids (SKG)",2016,Chunking
Yang et al. 2009 - 3DNBS - A Data De-duplication Disk-Based Network Backup System.pdf,3DNBS: A Data De-duplication Disk-Based Network Backup System,"2009 IEEE International Conference on Networking, Architecture, and Storage",2009,Deduplication Systems
Mi et al. 2020 - Secure Data De-Duplication Based on Threshold Blind Signature and Bloom Filter in Internet of Things.pdf,Secure Data De-Duplication Based on Threshold Blind Signature and Bloom Filter in Internet of Things,IEEE Access,2020,
Li et al. 2014 - Nitro - A Capacity-Optimized ${$SSD$}$ Cache for Primary Storage.pdf,Nitro: A Capacity-Optimized ${$SSD$}$ Cache for Primary Storage,2014 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 14),2014,SSD
Koller and Rangaswami 2010 - I - O Deduplication.pdf,I/O Deduplication,ACM Transactions on Storage,2010,
Wang et al. 2020 - Austere Flash Caching with Deduplication and Compression.pdf,Austere Flash Caching with Deduplication and Compression,2020 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 20),2020,
Rashid et al. 2012 - A secure data deduplication framework for cloud environments.pdf,A secure data deduplication framework for cloud environments,"2012 Tenth Annual International Conference on Privacy, Security and Trust",2012,
Eshghi et al. 2007 - Jumbo Store - Providing Efficient Incremental Upload and Versioning for a Utility Rendering Service.pdf,Jumbo Store: Providing Efficient Incremental Upload and Versioning for a Utility Rendering Service,FAST,2007,
Park and Lilja 2010 - Characterizing datasets for data deduplication in backup applications.pdf,Characterizing datasets for data deduplication in backup applications,IEEE International Symposium on Workload Characterization (IISWC'10),2010,
Xia et al. 2014 - Combining Deduplication and Delta Compression to Achieve Low-Overhead Data Reduction on Backup Datasets.pdf,Combining Deduplication and Delta Compression to Achieve Low-Overhead Data Reduction on Backup Datasets,2014 Data Compression Conference,2014,
Bartus and Arzuaga 2018 - GDedup - Distributed File System Level Deduplication for Genomic Big Data.pdf,GDedup: Distributed File System Level Deduplication for Genomic Big Data,2018 IEEE International Congress on Big Data (BigData Congress),2018,Deduplication Systems
Krishnaprasad and Narayamparambil 2013 - A Proposal for Improving Data Deduplication with Dual Side Fixed Size Chunking Algorithm.pdf,A Proposal for Improving Data Deduplication with Dual Side Fixed Size Chunking Algorithm,2013 Third International Conference on Advances in Computing and Communications,2013,
"Zhen Sun et al. 2014 - DS-Dedupe - A scalable, low network overhead data routing algorithm for inline cluster deduplication system.pdf","DS-Dedupe: A scalable, low network overhead data routing algorithm for inline cluster deduplication system","2014 International Conference on Computing, Networking and Communications (ICNC)",2014,Super-chunking;Similarity/Resemblance;Routing with Superchunks
Lkhagvasuren et al. 2013 - Byte-index Chunking algorithm for data deduplication system.pdf,Byte-index Chunking algorithm for data deduplication system,International Journal of Security and its Applications,2013,
Tolia et al. 2003 - Opportunistic Use of Content Addressable Storage for Distributed File Systems.pdf,Opportunistic Use of Content Addressable Storage for Distributed File Systems,"USENIX Annual Technical Conference, General Track",2003,
Glass et al. 2010 - Redundancy elimination by aggregation of multiple chunks.pdf,Redundancy elimination by aggregation of multiple chunks,US Patent,2010,
Manber 1994 - Finding Similar Files in a Large File System.pdf,Finding Similar Files in a Large File System,Proceedings of the Winter 1994 USENIX Technical Conference,1994,Chunking
Sun et al. 2018 - Cluster and Single-Node Analysis of Long-Term Deduplication Patterns.pdf,Cluster and Single-Node Analysis of Long-Term Deduplication Patterns,ACM Trans. Storage,2018,Super-chunking;Routing with Superchunks
Harnik et al. 2019 - Sketching Volume Capacities in Deduplicated Storage.pdf,Sketching Volume Capacities in Deduplicated Storage,ACM Trans. Storage,2019,
Li et al. 2017 - Information Leakage in Encrypted Deduplication via Frequency Analysis.pdf,Information Leakage in Encrypted Deduplication via Frequency Analysis,2017 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),2017,Frequency
Paulo and Pereira 2014 - Distributed Exact Deduplication for Primary Storage Infrastructures.pdf,Distributed Exact Deduplication for Primary Storage Infrastructures,Distributed Applications and Interoperable Systems,2014,
Paulo and Pereira 2016 - Efficient Deduplication in a Distributed Primary Storage Infrastructure.pdf,Efficient Deduplication in a Distributed Primary Storage Infrastructure,ACM Trans. Storage,2016,
Nachman et al. 2020 - GoSeed - Generating an Optimal Seeding Plan for Deduplicated Storage.pdf,GoSeed: Generating an Optimal Seeding Plan for Deduplicated Storage,18th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 20),2020,
Zhang et al. 2016 - RMD - A Resemblance and Mergence Based Approach for High Performance Deduplication.pdf,RMD: A Resemblance and Mergence Based Approach for High Performance Deduplication,2016 45th International Conference on Parallel Processing (ICPP),2016,Fingerprint-Indexing;Chunking;Similarity/Resemblance
Meyer and Bolosky 2012 - A study of practical deduplication.pdf,A study of practical deduplication,ACM Transactions on Storage,2012,
Agrawal et al. 2007 - A five-year study of file-system metadata.pdf,A five-year study of file-system metadata,ACM Transactions on Storage,2007,
"Rhea et al. 2008 - Fast, Inexpensive Content-Addressed Storage in Foundation.pdf","Fast, Inexpensive Content-Addressed Storage in Foundation",USENIX Annual Technical Conference,2008,
Blanc et al. 2007 - A Finite-State Super-Chunker.pdf,A Finite-State Super-Chunker,Implementation and Application of Automata,2007,
Kumar et al. 2015 - Novel Approach - Deduplication for Backup Systems Using Data Block Size.pdf,Novel Approach: Deduplication for Backup Systems Using Data Block Size,Computational Intelligence in Data Mining - Volume 1,2015,Chunking
Constantinescu et al. 2009 - Block Size Optimization in Deduplication Systems.pdf,Block Size Optimization in Deduplication Systems,2009 Data Compression Conference,2009,Super-chunking
Armknecht et al. 2015 - Transparent Data Deduplication in the Cloud.pdf,Transparent Data Deduplication in the Cloud,Proceedings of the 22nd ACM SIGSAC Conference on Computer and Communications Security,2015,
Shah and So 2015 - Lamassu - Storage-efficient host-side encryption.pdf,Lamassu: Storage-efficient host-side encryption,2015 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 15),2015,Metadata
Flajolet and Nigel Martin 1985 - Probabilistic counting algorithms for data base applications.pdf,Probabilistic counting algorithms for data base applications,J. Comput. System Sci.,1985,
Lin et al. 2015 - Metadata considered harmful to deduplication.pdf,Metadata considered harmful to deduplication,7th Usenix Workshop on Hot Topics in Storage and File Systems (HotStorage 15),2015,Metadata
Malhotra and Bakal 2015 - A survey and comparative study of data deduplication techniques.pdf,A survey and comparative study of data deduplication techniques,2015 International Conference on Pervasive Computing (ICPC),2015,Survey
Data Structures and Algorithms - Table... - Data Structures and Algorithms - Table of Contents.pdf,Data Structures and Algorithms: Table of Contents,,,
Qin et al. 2017 - The Design and Implementation of a Rekeying-Aware Encrypted Deduplication Storage System.pdf,The Design and Implementation of a Rekeying-Aware Encrypted Deduplication Storage System,ACM Transactions on Storage,2017,Chunking;Fingerprint-Indexing;Similarity/Resemblance
Yang et al. 2020 - Achieving Efficient Secure Deduplication with User-Defined Access Control in Cloud.pdf,Achieving Efficient Secure Deduplication with User-Defined Access Control in Cloud,IEEE Trans. Dependable Secure Comput.,2020,Secure Dedup
Xia et al. 2020 - The Design of Fast Content-Defined Chunking for Data Deduplication Based Storage Systems.pdf,The Design of Fast Content-Defined Chunking for Data Deduplication Based Storage Systems,IEEE Trans. Parallel Distrib. Syst.,2020,Chunking
Wallace et al. 2012 - Characteristics of backup workloads in production systems.pdf,Characteristics of backup workloads in production systems,FAST,2012,Datasets
Luo and Hou 2013 - A novel chunk coalescing algorithm for data deduplication in cloud storage.pdf,A novel chunk coalescing algorithm for data deduplication in cloud storage,2013 IEEE Jordan Conference on Applied Electrical Engineering and Computing Technologies (AEECT),2013,Chunking;Super-chunking
Guo et al. 2020 - R-Dedup - Secure client-side deduplication for encrypted data without involving a third-party entity.pdf,R-Dedup: Secure client-side deduplication for encrypted data without involving a third-party entity,Journal of Network and Computer Applications,2020,Secure Dedup;client-side deduplication
Lin et al. 2016 - CareDedup - Cache-Aware Deduplication for Reading Performance Optimization in Primary Storage.pdf,CareDedup: Cache-Aware Deduplication for Reading Performance Optimization in Primary Storage,2016 IEEE First International Conference on Data Science in Cyberspace (DSC),2016,Chunking
Salada and Barreto 2013 - TurboSockets - Democratizing Distributed Deduplication.pdf,TurboSockets: Democratizing Distributed Deduplication,"2013 12th IEEE International Conference on Trust, Security and Privacy in Computing and Communications",2013,
Zhou and Wen 2016 - Improving Metadata Caching Efficiency for Data Deduplication via In-RAM Metadata Utilization.pdf,Improving Metadata Caching Efficiency for Data Deduplication via In-RAM Metadata Utilization,J. Comput. Sci. Technol.,2016,Metadata
Kaczmarczyk and Dubnicki 2015 - Reducing fragmentation impact with forward knowledge in backup systems with deduplication.pdf,Reducing fragmentation impact with forward knowledge in backup systems with deduplication,Proceedings of the 8th ACM International,2015,Restore optimization
Zhang et al. 2012 - Improved deduplication through parallel Binning.pdf,Improved deduplication through parallel Binning,2012 IEEE 31st International Performance Computing and Communications Conference (IPCCC),2012,
Kumar et al. 2017 - Genetic optimized data deduplication for distributed big data storage systems.pdf,Genetic optimized data deduplication for distributed big data storage systems,"2017 4th International Conference on Signal Processing, Computing and Control (ISPCC)",2017,
Zhang et al. 2017 - A Fast Asymmetric Extremum Content Defined Chunking Algorithm for Data Deduplication in Backup Storage Systems.pdf,A Fast Asymmetric Extremum Content Defined Chunking Algorithm for Data Deduplication in Backup Storage Systems,IEEE Trans. Comput.,2017,
Zhang et al. 2019 - Finesse - fine-grained feature locality based fast resemblance detection for post-deduplication delta compression.pdf,Finesse: fine-grained feature locality based fast resemblance detection for post-deduplication delta compression,17th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 19),2019,Similarity/Resemblance;Chunking;Datasets
Xia et al. 2016 - DARE - A Deduplication-Aware Resemblance Detection and Elimination Scheme for Data Reduction with Low Overheads.pdf,DARE: A Deduplication-Aware Resemblance Detection and Elimination Scheme for Data Reduction with Low Overheads,IEEE Trans. Comput.,2016,Similarity/Resemblance;Chunking
Li et al. 2019 - Metadedup - Deduplicating Metadata in Encrypted Deduplication via Indirection.pdf,Metadedup: Deduplicating Metadata in Encrypted Deduplication via Indirection,2019 35th Symposium on Mass Storage Systems and Technologies (MSST),2019,Metadata;Two-stage
Wang et al. 2016 - A Logistic Based Mathematical Model to Optimize Dupli ... ation Ratio in Content Defined Chunking Based Big Data Storage System.pdf,A Logistic Based Mathematical Model to Optimize Duplicate Elimination Ratio in Content Defined Chunking Based Big Data Storage System,Symmetry,2016,
Balachandran and Constantinescu 2014 - Method and apparatus to minimize metadata in de-duplication.pdf,Method and apparatus to minimize metadata in de-duplication,,2014,
Meister et al. 2013 - File recipe compression in data deduplication systems.pdf,File recipe compression in data deduplication systems,of the 11th {USENIX} Conference on File …,2013,Metadata;Annotated
Zhou and Wen 2016 - A Data Deduplication Framework of Disk Images with Adaptive Block Skipping.pdf,A Data Deduplication Framework of Disk Images with Adaptive Block Skipping,J. Comput. Sci. Technol.,2016,Chunking;Metadata
Wu et al. 2018 - One Size Does Not Fit All - The Case for Chunking Configuration in Backup Deduplication.pdf,One Size Does Not Fit All: The Case for Chunking Configuration in Backup Deduplication,"2018 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)",2018,Chunking;Metadata
Spiridonov et al. 2005 - Sharing and bandwidth consumption in the low bandwidth file system.pdf,Sharing and bandwidth consumption in the low bandwidth file system,,2005,Chunking
Romański et al. 2011 - Anchor-driven subchunk deduplication.pdf,Anchor-driven subchunk deduplication,the 4th Annual International Conference,2011,Chunking
Mersenne twister - Mersenne twister.pdf,Mersenne twister,,,Datasets;Encryption Techniques
Chapuis et al. 2016 - Throughput - A Key Performance Measure of Content-Defined Chunking Algorithms.pdf,Throughput: A Key Performance Measure of Content-Defined Chunking Algorithms,2016 IEEE 36th International Conference on Distributed Computing Systems Workshops (ICDCSW),2016,Chunking;Metric/Measure Deduplication
Tan and Yan 2017 - Multi-Objective Metrics to Evaluate Deduplication Approaches.pdf,Multi-Objective Metrics to Evaluate Deduplication Approaches,IEEE Access,2017,Metric/Measure Deduplication;Chunking
Akter et al. 2018 - Performance Analysis of Personal Cloud Storage Services for Mobile Multimedia Health Record Management.pdf,Performance Analysis of Personal Cloud Storage Services for Mobile Multimedia Health Record Management,IEEE Access,2018,Chunking
Zhang 2015 - A Data Synchronization Method Oriented to Custom Hierarchical Multi-node System.pdf,A Data Synchronization Method Oriented to Custom Hierarchical Multi-node System,2015 IEEE International Conference on Computational Intelligence Communication Technology,2015,Chunking
Constantinou 2013 - Tuning of rsync algorithm for optimum cloud storage performance.pdf,Tuning of rsync algorithm for optimum cloud storage performance,,2013,Chunking
Tian et al. 2017 - Does the content defined chunking really solve the local boundary shift problem.pdf,Does the content defined chunking really solve the local boundary shift problem?,2017 IEEE 36th International Performance Computing and Communications Conference (IPCCC),2017,Chunking
Graupner et al. 2019 - Secure Deduplication on Public Cloud Storage.pdf,Secure Deduplication on Public Cloud Storage,the 2019 4th International Conference,2019,Versioning
Pooranian et al. 2018 - RARE - Defeating side channels based on data-deduplication in cloud storage.pdf,RARE: Defeating side channels based on data-deduplication in cloud storage,IEEE INFOCOM 2018 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),2018,Side Channels;Maintaining Privacy;CE/MLE
Dave 2018 - Multi- Level Data Security Model for Big Data on Public Cloud - A New Model.pdf,Multi- Level Data Security Model for Big Data on Public Cloud: A New Model,Int. J. Advanced Networking and Applications,2018,Steganography
Lee et al. 2017 - An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications.pdf,An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications,IEEE Transactions on Services Computing,2017,Synchronization
Li et al. 2016 - Efficient Batched Synchronization for Cloud Storage Services.pdf,Efficient Batched Synchronization for Cloud Storage Services,Content Distribution for Mobile Internet: A Cloud-based Approach,2016,Synchronization
Li et al. 2014 - Understanding and Surpassing Dropbox - Efficient Incremental Synchronization in Cloud Storage Services.pdf,Understanding and Surpassing Dropbox: Efficient Incremental Synchronization in Cloud Storage Services,2015 IEEE Global Communications Conference (GLOBECOM),2014,Synchronization
Li et al. 2013 - Efficient Batched Synchronization in Dropbox-Like Cloud Storage Services.pdf,Efficient Batched Synchronization in Dropbox-Like Cloud Storage Services,Middleware 2013,2013,Synchronization
Aman and Cetinkaya 2017 - Towards Cloud Security Improvement with Encryption Intensity Selection.pdf,Towards Cloud Security Improvement with Encryption Intensity Selection,DRCN 2017-Design of Reliable Communication Networks; 13th International Conference,2017,NoCE
Sridharan et al. 2019 - Data De-duplication Using Cuckoo Hashing in Cloud Storage.pdf,Data De-duplication Using Cuckoo Hashing in Cloud Storage,Soft Computing in Data Analytics,2019,Fingerprint-Indexing
Debnath et al. 2011 - SkimpyStash - RAM space skimpy key-value store on flash-based storage.pdf,SkimpyStash: RAM space skimpy key-value store on flash-based storage,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,Fingerprint-Indexing
Pagh and Rodler 2001 - Cuckoo Hashing.pdf,Cuckoo Hashing,Algorithms — ESA 2001,2001,Data Structures
Kim et al. 2011 - Rethinking deduplication in cloud - From data profiling to blueprint.pdf,Rethinking deduplication in cloud: From data profiling to blueprint,The 7th International Conference on Networked Computing and Advanced Information Management,2011,Fingerprint-Indexing;SSD
Min et al. 2011 - Efficient Deduplication Techniques for Modern Backup Operation.pdf,Efficient Deduplication Techniques for Modern Backup Operation,IEEE Trans. Comput.,2011,Fingerprint-Indexing
Kaur et al. 2018 - Data deduplication techniques for efficient cloud storage management - a systematic review.pdf,Data deduplication techniques for efficient cloud storage management: a systematic review,J. Supercomput.,2018,Fingerprint-Indexing;Survey
Cao et al. 2019 - TDDFS - A tier-aware data deduplication-based file system.pdf,TDDFS: A tier-aware data deduplication-based file system,ACM Transactions on Storage (TOS),2019,Chunking
Hirsch et al. 2016 - Optimal partitioning of data chunks in deduplication systems.pdf,Optimal partitioning of data chunks in deduplication systems,Discrete Applied Mathematics,2016,Chunking;Fingerprint-Indexing
Hirsch et al. 2018 - Dynamic determination of variable sizes of chunks in a deduplication system.pdf,Dynamic determination of variable sizes of chunks in a deduplication system,Discrete Appl. Math.,2018,Chunking
Aronovich et al. 2016 - Similarity based deduplication with small data chunks.pdf,Similarity based deduplication with small data chunks,Discrete Appl. Math.,2016,Chunking;Similarity/Resemblance
Murugan et al. 2019 - Software defined deduplicated replica management in scale-out storage systems.pdf,Software defined deduplicated replica management in scale-out storage systems,Future Gener. Comput. Syst.,2019,Chunking
Wang et al. 2014 - SBBS - A sliding blocking algorithm with backtracking sub-blocks for duplicate data detection.pdf,SBBS: A sliding blocking algorithm with backtracking sub-blocks for duplicate data detection,Expert Syst. Appl.,2014,Chunking
Widodo et al. 2017 - A new content-defined chunking algorithm for data deduplication in cloud storage.pdf,A new content-defined chunking algorithm for data deduplication in cloud storage,Future Gener. Comput. Syst.,2017,Chunking
Ni et al. 2019 - SS-CDC - a two-stage parallel content-defined chunking for deduplicating backup storage.pdf,SS-CDC: a two-stage parallel content-defined chunking for deduplicating backup storage,Proceedings of the 12th ACM International Conference on Systems and Storage,2019,Chunking;Accelerate
Tang and Won 2011 - Multithread Content Based File Chunking System in CPU-GPGPU Heterogeneous Architecture.pdf,Multithread Content Based File Chunking System in CPU-GPGPU Heterogeneous Architecture,"2011 First International Conference on Data Compression, Communications and Processing",2011,Chunking;GPU
Won et al. 2015 - MUCH - Multithreaded Content-Based File Chunking.pdf,MUCH: Multithreaded Content-Based File Chunking,IEEE Trans. Comput.,2015,Chunking;Accelerate
Raju et al. 2018 - Compression of Wearable Body Sensor Network Data Using Improved Two-Threshold-Two-Divisor Data Chunking Algorithms.pdf,Compression of Wearable Body Sensor Network Data Using Improved Two-Threshold-Two-Divisor Data Chunking Algorithms,2018 International Conference on High Performance Computing Simulation (HPCS),2018,
Zhang et al. 2020 - Function of Content Defined Chunking Algorithms in Incremental Synchronization.pdf,Function of Content Defined Chunking Algorithms in Incremental Synchronization,IEEE Access,2020,Chunking
Zhang et al. 2019 - MII - A Novel Content Defined Chunking Algorithm for Finding Incremental Data in Data Synchronization.pdf,MII: A Novel Content Defined Chunking Algorithm for Finding Incremental Data in Data Synchronization,IEEE Access,2019,Chunking;Datasets;Metadata
Lai et al. 2017 - A Secure Cloud Backup System with Deduplication and Assured Deletion.pdf,A Secure Cloud Backup System with Deduplication and Assured Deletion,Provable Security,2017,Versioning
Rahumed et al. 2011 - A Secure Cloud Backup System with Assured Deletion and Version Control.pdf,A Secure Cloud Backup System with Assured Deletion and Version Control,2011 40th International Conference on Parallel Processing Workshops,2011,Versioning
Blasco et al. 2014 - A tunable proof of ownership scheme for deduplication using Bloom filters.pdf,A tunable proof of ownership scheme for deduplication using Bloom filters,2014 IEEE Conference on Communications and Network Security,2014,PoW
Boneh and Boyen 2004 - Short Signatures Without Random Oracles.pdf,Short Signatures Without Random Oracles,Advances in Cryptology - EUROCRYPT 2004,2004,Encryption Techniques
Boneh and Boyen 2008 - Short Signatures Without Random Oracles and the SDH Assumption in Bilinear Groups.pdf,Short Signatures Without Random Oracles and the SDH Assumption in Bilinear Groups,Journal of Cryptology,2008,Encryption Techniques
Ng et al. 2012 - Private data deduplication protocols in cloud storage.pdf,Private data deduplication protocols in cloud storage,Proceedings of the 27th Annual ACM Symposium on Applied Computing,2012,PoW
Puzio et al. 2016 - PerfectDedup - Secure Data Deduplication.pdf,PerfectDedup: Secure Data Deduplication,"Data Privacy Management, and Security Assurance",2016,Secure Dedup
Liu et al. 2018 - Secure Deduplication of Encrypted Data - Refined Model and New Constructions.pdf,Secure Deduplication of Encrypted Data: Refined Model and New Constructions,Topics in Cryptology – CT-RSA 2018,2018,Secure Dedup
He et al. 2020 - Secure Encrypted Data Deduplication Based on Data Popularity.pdf,Secure Encrypted Data Deduplication Based on Data Popularity,Mobile Networks and Applications,2020,Secure Dedup
